#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detecion call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
220146_at   13.2    A   0.665527
220277_at   149.6   A   0.466064
207141_s_at 482.6   A   0.129639
207097_s_at 85.3    A   0.533936
206677_at   251.2   M   0.056152
206429_at   473.7   A   0.19458
206240_s_at 686.2   P   0.00415
207035_at   65.6    A   0.919434
220437_at   268.7   A   0.533936
220153_at   676.2   A   0.27417
220105_at   66.3    A   0.753906
220327_at   180.2   A   0.080566
221631_at   967.4   M   0.056152
206605_at   95.9    A   0.828613
206691_s_at 271.3   M   0.056152
206766_at   544.8   P   0.01416
207333_at   76.5    A   0.432373
222102_at   49.5    A   0.72583
206711_at   33.6    A   0.904785
206767_at   574.7   A   0.111572
206805_at   262.2   A   0.334473
219985_at   46.5    A   0.601074
220387_s_at 103.2   A   0.432373
221278_at   15.8    A   0.99707
207137_at   29.3    A   0.828613
214348_at   106.9   A   0.601074
206726_at   167.3   A   0.27417
210324_at   55.4    A   0.850342
206717_at   53.6    A   0.366211
221292_at   100.1   A   0.601074
221279_at   50.6    A   0.665527
207050_at   260.9   A   0.334473
206591_at   111.5   A   0.466064
207117_at   201.3   A   0.149658
206638_at   13.1    A   0.850342
208414_s_at 384.1   A   0.696289
206523_at   21.9    A   0.850342
208090_s_at 81.2    A   0.533936
210437_at   254.2   A   0.398926
206762_at   26.4    A   0.753906
214474_at   652.9   A   0.067627
211107_s_at 602.5   A   0.5
210689_at   751.1   A   0.095215
210549_s_at 240.4   A   0.466064
214495_at   492.8   A   0.171387
220676_at   251.4   A   0.067627
220522_at   369.7   A   0.334473
210772_at   885.1   P   0.001953
207122_x_at 800.7   P   0.018555
216537_s_at 533.2   P   0.01416
220848_x_at 68.2    A   0.696289
206419_at   422.9   A   0.633789
206850_at   417.3   A   0.334473
206988_at   421.8   A   0.219482
220664_at   52.6    A   0.665527
206824_at   249 A   0.334473
206925_at   156.8   A   0.334473
210467_x_at 444.9   A   0.171387
206907_at   245 A   0.129639
206248_at   163.2   A   0.432373
207785_s_at 486.7   P   0.00415
220413_at   694.2   A   0.5
207220_at   222.5   A   0.219482
206862_at   73.1    A   0.601074
208377_s_at 141.8   A   0.665527
220359_s_at 87.5    A   0.633789
206556_at   196.8   A   0.129639
220245_at   343.4   A   0.466064
220405_at   345.5   M   0.056152
220928_s_at 21.5    A   0.696289
219982_s_at 233.8   A   0.533936
206628_at   644.4   A   0.246094
206666_at   1096.5  P   0.008057
207008_at   2404.3  P   0.001221
214400_at   460.6   A   0.366211
206706_at   133.2   A   0.696289
220414_at   263.1   A   0.111572
220620_at   44.1    A   0.72583
214463_x_at 84.4    A   0.850342
207795_s_at 474.2   A   0.466064
220250_at   651.7   M   0.056152
207145_at   3.8 A   0.753906
206934_at   246.2   A   0.533936
206472_s_at 489.1   P   0.01416
220492_s_at 38.4    A   0.932373
206411_s_at 199.4   A   0.366211
211570_s_at 276.7   A   0.246094
207281_x_at 312.5   A   0.246094
206771_at   112.8   A   0.696289
206780_at   375.6   A   0.533936
220498_at   66.3    A   0.888428
220790_s_at 42  A   0.533936
220380_at   566.1   P   0.037598
220042_x_at 125.9   A   0.828613
220087_at   329.8   A   0.149658
206412_at   49  A   0.753906
206518_s_at 38.9    A   0.633789
206577_at   31.1    A   0.828613
220234_at   392 A   0.303711
206674_at   147.6   A   0.5
206946_at   76.5    A   0.696289
207277_at   601.7   A   0.111572
206516_at   37.1    A   0.633789
206752_s_at 35.9    A   0.870361
210301_at   862.9   A   0.080566
206995_x_at 149.6   P   0.037598
206588_at   186.7   A   0.219482
211532_x_at 46.2    A   0.99585
217269_s_at 1795    P   0.018555
211516_at   270 A   0.246094
220549_at   93  A   0.334473
207114_at   500.4   A   0.080566
220356_at   119.8   A   0.567627
206785_s_at 89.8    A   0.533936
206735_at   606.4   A   0.246094
220445_s_at 28.7    A   0.932373
220332_at   98.4    A   0.753906
206813_at   132.5   A   0.780518
207150_at   546.3   A   0.334473
207270_x_at 469 A   0.129639
206984_s_at 145.9   A   0.5
207056_s_at 131.8   A   0.366211
207179_at   64.1    A   0.904785
214628_at   96.2    A   0.828613
211489_at   55.5    A   0.149658
211267_at   39.9    A   0.780518
208468_at   54.3    A   0.72583
208469_s_at 149.3   A   0.19458
208258_s_at 200.5   A   0.80542
220422_at   272.3   A   0.095215
206784_at   146.5   A   0.753906
211380_s_at 105.9   A   0.696289
207852_at   115.4   A   0.19458
214616_at   936.4   A   0.095215
207166_at   18.9    A   0.533936
206664_at   149.4   A   0.171387
206833_s_at 254.2   A   0.366211
207032_s_at 101.6   A   0.665527
220066_at   206.5   A   0.171387
207167_at   378.8   A   0.398926
207066_at   98.2    A   0.72583
208037_s_at 536.5   P   0.046143
207014_at   65.2    A   0.219482
220418_at   29.2    A   0.904785
207140_at   35  A   0.981445
206827_s_at 451.3   A   0.111572
206585_at   51.1    A   0.432373
207009_at   395.8   A   0.366211
207091_at   43.1    A   0.80542
210504_at   1088.4  P   0.001953
206443_at   50  A   0.870361
206794_at   262.8   A   0.129639
220366_at   498.2   P   0.023926
206612_at   277.3   A   0.27417
220208_at   1176.7  A   0.171387
207187_at   1138.3  P   0.023926
206891_at   635.6   P   0.030273
220217_x_at 263.7   A   0.27417
207103_at   30.7    A   0.27417
211886_s_at 566.5   A   0.149658
210617_at   441.1   A   0.129639
207202_s_at 85  A   0.888428
206939_at   222.7   A   0.533936
206940_s_at 306.3   A   0.095215
206468_s_at 639.9   A   0.334473
206893_at   107.2   A   0.19458
207299_s_at 80.9    A   0.633789
214617_at   1478.8  P   0.000244
206944_at   1162.2  A   0.171387
216083_s_at 88.1    A   0.72583
220180_at   277.2   A   0.149658
211362_s_at 480.7   P   0.037598
214472_at   116.6   A   0.696289
207399_at   351.1   A   0.398926
206617_s_at 98.9    A   0.888428
207204_at   19.8    A   0.98584
206529_x_at 156.9   A   0.067627
210335_at   166.7   A   0.19458
206806_at   163.9   A   0.19458
206881_s_at 95.5    A   0.533936
220048_at   596.5   A   0.149658
206773_at   230.1   P   0.010742
220804_s_at 194 A   0.601074
221382_at   1043.2  A   0.246094
207518_at   167.7   A   0.095215
206852_at   121.1   A   0.466064
206856_at   239.8   A   0.246094
208048_at   221.7   A   0.095215
221343_at   47.5    A   0.567627
207394_at   357.7   A   0.219482
206866_at   14.4    A   0.780518
207055_at   63.5    A   0.919434
207237_at   85.8    A   0.72583
220313_at   167.5   A   0.171387
210861_s_at 199.3   A   0.334473
207918_s_at 15.7    A   0.962402
206961_s_at 400.1   A   0.303711
207044_at   515.9   A   0.398926
211403_x_at 135.8   A   0.171387
220452_x_at 1272    A   0.111572
206619_at   46  A   0.904785
207317_s_at 170.1   A   0.5
206561_s_at 282.2   A   0.432373
207221_at   797.2   A   0.129639
207184_at   1311.9  A   0.067627
207771_at   176.7   A   0.5
206927_s_at 65.9    A   0.601074
207027_at   160 A   0.870361
207354_at   297.1   A   0.398926
220255_at   267.6   A   0.246094
207455_at   235.9   A   0.149658
206750_at   147.3   A   0.398926
206739_at   135.2   A   0.850342
216921_s_at 207.7   A   0.533936
207084_at   139.7   A   0.601074
220343_at   309.4   A   0.303711
206841_at   26  A   0.850342
206796_at   59  A   0.601074
207225_at   49.2    A   0.888428
221670_s_at 691.6   P   0.023926
216485_s_at 107.4   A   0.633789
207341_at   23.7    A   0.665527
207279_s_at 664.4   A   0.149658
207116_s_at 195.9   A   0.696289
210852_s_at 40.5    A   0.780518
206830_at   9.5 A   0.696289
220056_at   542.3   A   0.171387
208479_at   386.1   A   0.27417
210505_at   556.6   A   0.080566
214614_at   47.5    A   0.753906
220108_at   62.2    A   0.633789
206682_at   231.1   A   0.246094
221306_at   1267.3  P   0.046143
214476_at   203 A   0.780518
206720_at   205.3   A   0.432373
206663_at   348.4   A   0.366211
207294_at   238.5   A   0.398926
220429_at   129.7   A   0.366211
207819_s_at 21.8    A   0.665527
207092_at   22.3    A   0.991943
207010_at   265.2   A   0.303711
210444_at   518.6   A   0.19458
207442_at   40  A   0.976074
207575_at   342.1   A   0.19458
207257_at   32.8    A   0.633789
208562_s_at 17.2    A   0.943848
207201_s_at 116 A   0.432373
207111_at   1032.4  M   0.056152
220504_at   144.8   A   0.111572
206769_at   154.4   A   0.303711
214485_at   559.3   M   0.056152
210323_at   325.2   A   0.246094
207003_at   79.8    A   0.870361
216368_s_at 216.7   P   0.00293
207597_at   490.4   P   0.023926
206915_at   18.1    A   0.828613
221331_x_at 243 A   0.466064
206882_at   69.1    A   0.932373
206897_at   158.9   A   0.466064
220474_at   121.3   A   0.27417
206933_s_at 279.4   A   0.366211
220496_at   181.1   A   0.601074
221065_s_at 118.3   A   0.366211
220331_at   20.6    A   0.780518
220447_at   103.9   A   0.80542
206880_at   859.6   A   0.095215
207160_at   200.6   A   0.334473
207037_at   24.4    A   0.696289
207252_at   801.3   A   0.067627
210546_x_at 51.6    A   0.72583
210661_at   13.6    A   0.601074
207057_at   346.4   A   0.171387
207080_s_at 26.8    A   0.870361
207236_at   198.7   A   0.19458
221140_s_at 34  A   0.969727
206994_at   239.8   A   0.303711
207024_at   81.9    A   0.80542
207197_at   279 A   0.398926
220337_at   80.7    A   0.533936
208473_s_at 673.2   A   0.303711
206990_at   374 A   0.067627
207124_s_at 46.4    A   0.919434
207123_s_at 109.1   A   0.5
214481_at   36.1    A   0.80542
207162_s_at 94.8    A   0.601074
206935_at   77.4    P   0.023926
206890_at   101.2   A   0.870361
220248_x_at 1749.7  P   0.000732
207206_s_at 215 A   0.27417
207195_at   47.5    A   0.5
210654_at   36.1    A   0.780518
208273_at   215.4   A   0.398926
208460_at   427.5   A   0.303711
220481_at   213.1   A   0.27417
206932_at   162 A   0.334473
206969_at   60.3    A   0.696289
206795_at   98.8    A   0.27417
207067_s_at 350.9   A   0.432373
220451_s_at 455.3   A   0.080566
206909_at   26.6    A   0.919434
211440_x_at 646.1   A   0.080566
206799_at   19.8    A   0.888428
207147_at   41.3    A   0.780518
207126_x_at 792.3   P   0.046143
220126_at   250.3   A   0.533936
208345_s_at 408.6   A   0.303711
207178_s_at 59.7    A   0.665527
206967_at   149.2   A   0.533936
206876_at   217.2   A   0.171387
210799_at   372.2   A   0.27417
207018_s_at 182 A   0.171387
207300_s_at 702.3   P   0.010742
206758_at   116.2   A   0.5
220164_s_at 40  A   0.919434
207861_at   69.9    A   0.828613
211479_s_at 227.1   P   0.001953
210523_at   154.4   A   0.466064
210576_at   19.8    A   0.850342
220627_at   326.9   A   0.466064
207029_at   184.4   P   0.046143
207139_at   109.6   A   0.466064
210503_at   22.6    A   0.665527
207102_at   250.5   P   0.046143
207324_s_at 21.8    A   0.962402
207106_s_at 611 A   0.129639
206998_x_at 293.4   A   0.366211
206943_at   359.7   A   0.432373
206734_at   257.3   M   0.053711
208537_at   33.9    A   0.989258
206865_at   35.6    A   0.850342
206945_at   626 P   0.030273
220563_s_at 454.6   A   0.111572
206947_at   299.1   A   0.366211
206620_at   327.3   A   0.567627
220541_at   544.5   A   0.246094
206834_at   13878.5 P   0.000732
207026_s_at 55.1    A   0.888428
206708_at   323.8   A   0.080566
207110_at   48.9    A   0.533936
210412_at   484.4   A   0.080566
207074_s_at 414.5   A   0.27417
207363_at   207 A   0.303711
207850_at   183.7   A   0.533936
206772_at   194.3   A   0.567627
206914_at   100 A   0.5
220379_at   505.3   A   0.366211
221462_x_at 14  A   0.828613
208193_at   180.9   A   0.366211
208111_at   49.2    A   0.432373
220275_at   404.8   A   0.246094
221470_s_at 31.9    A   0.466064
206900_x_at 364.3   P   0.037598
208431_s_at 295.9   A   0.398926
220556_at   60.2    A   0.246094
220334_at   67.2    A   0.303711
207043_s_at 181.3   A   0.27417
207183_at   297.3   A   0.466064
207272_at   97.6    A   0.19458
220683_at   293.6   A   0.246094
207176_s_at 987.5   P   0.010742
208463_at   465.3   A   0.149658
220487_at   12.3    A   0.991943
207309_at   1111.9  P   0.037598
207028_at   153.5   A   0.870361
210890_x_at 83.3    A   0.943848
214489_at   48.9    A   0.696289
220812_s_at 67.8    A   0.72583
220460_at   216.9   M   0.056152
208388_at   293.1   A   0.129639
214494_s_at 147.2   A   0.5
214624_at   193.2   A   0.5
216989_at   186 A   0.111572
207662_at   136.7   P   0.037598
210670_at   348.8   A   0.398926
220229_s_at 45.1    A   0.753906
220209_at   81.3    A   0.828613
206966_s_at 730.8   A   0.171387
207070_at   98.7    A   0.633789
206973_at   45.6    A   0.80542
207639_at   313.1   A   0.5
207670_at   140.3   A   0.27417
207880_at   114 A   0.432373
206810_at   41.4    A   0.432373
206931_at   140.9   A   0.246094
221164_x_at 198.1   A   0.398926
211827_s_at 72.4    A   0.432373
220317_at   279.8   A   0.27417
207386_at   169.4   A   0.149658
207193_at   36.7    A   0.850342
214510_at   71.7    A   0.828613
207685_at   35.2    A   0.998047
220540_at   106.8   A   0.696289
207038_at   264.2   A   0.366211
207185_at   576.8   A   0.533936
207031_at   108.6   A   0.567627
220528_at   400.6   A   0.067627
210506_at   300.7   A   0.246094
207346_at   263.3   A   0.5
220654_at   21.6    A   0.696289
207532_at   296.9   A   0.303711
220394_at   220.4   A   0.5
207226_at   99.2    A   0.696289
214479_at   118.5   A   0.870361
208432_s_at 63.9    A   0.780518
206724_at   128.4   A   0.466064
207684_at   505.9   A   0.27417
211349_at   562.3   A   0.067627
221298_s_at 59.8    A   0.962402
207395_at   320.3   A   0.366211
214491_at   503.5   A   0.432373
206956_at   282.1   A   0.171387
210487_at   27.2    A   0.953857
207450_s_at 32.3    A   0.870361
214477_at   15.4    A   0.99585
214490_at   386.4   A   0.398926
210572_at   93.6    A   0.5
207509_s_at 959.7   A   0.095215
216015_s_at 28.2    A   0.80542
206869_at   17.1    A   0.976074
220552_at   12.4    A   0.696289
211338_at   21.4    A   0.828613
220807_at   2467.4  A   0.27417
206999_at   80.6    A   0.432373
220442_at   49.6    A   0.665527
208464_at   477.6   A   0.27417
207420_at   423.7   A   0.171387
207810_at   179.1   P   0.030273
214623_at   51.1    A   0.74707
206883_x_at 144.4   A   0.753906
220446_s_at 650.6   P   0.023926
220722_s_at 394.5   A   0.171387
206941_x_at 110.6   A   0.466064
220745_at   123.7   A   0.696289
217296_at   381.6   A   0.171387
206888_s_at 181.8   A   0.334473
211333_s_at 560.9   A   0.149658
220253_s_at 19.1    A   0.567627
210674_s_at 118.7   A   0.466064
221095_s_at 68.1    A   0.850342
207457_s_at 118.8   A   0.303711
206741_at   179.7   A   0.665527
208465_at   371.7   A   0.533936
207352_s_at 236.1   A   0.5
207125_at   80.8    A   0.466064
220922_s_at 20.9    A   0.888428
207536_s_at 574.3   A   0.080566
220571_at   127 A   0.601074
220671_at   710.5   P   0.037598
214517_at   111.9   A   0.780518
207402_at   136.9   A   0.398926
207312_at   593.8   A   0.129639
220491_at   673.5   M   0.056152
214515_at   233.1   A   0.111572
207665_at   523.4   P   0.030273
207409_at   69.8    A   0.753906
206745_at   330.2   A   0.5
207857_at   1289.4  P   0.000244
220279_at   81  A   0.601074
207295_at   256.3   A   0.466064
214635_at   479.5   A   0.067627
208449_s_at 55.5    A   0.665527
210515_at   650.3   A   0.219482
207118_s_at 32.6    A   0.870361
207664_at   79.7    A   0.398926
207736_s_at 32  A   0.780518
206950_at   8.2 A   0.888428
206928_at   207.1   A   0.5
220565_at   231.7   A   0.219482
207068_at   40  A   0.696289
207389_at   800.7   P   0.030273
207267_s_at 159.5   A   0.149658
208477_at   75.2    A   0.633789
211877_s_at 53.1    A   0.753906
206951_at   91.9    A   0.665527
207046_at   48.6    A   0.850342
210730_s_at 412.2   P   0.037598
207516_at   147.2   A   0.366211
214498_at   430.7   A   0.366211
207209_at   394.4   A   0.567627
207444_at   26.6    A   0.904785
207510_at   319.3   A   0.366211
207848_at   72.7    A   0.466064
220830_at   249.6   A   0.303711
207240_s_at 414.6   A   0.129639
207369_at   845 M   0.056152
207060_at   42.4    A   0.780518
220455_at   76.9    A   0.904785
207064_s_at 413.6   P   0.023926
207247_s_at 14.2    A   0.696289
207146_at   327.9   A   0.303711
207033_at   56.3    A   0.780518
207065_at   454.3   A   0.171387
220280_s_at 73.6    A   0.753906
207086_x_at 389.8   A   0.067627
207723_s_at 104.4   A   0.753906
207058_s_at 210.2   A   0.19458
208173_at   105.4   A   0.72583
221157_s_at 184.2   A   0.366211
210677_at   79  A   0.850342
214524_at   286.3   A   0.533936
208358_s_at 32.2    A   0.850342
207570_at   39  A   0.976074
207316_at   98.8    A   0.828613
216341_s_at 706.6   P   0.010742
206912_at   90.7    A   0.567627
210690_at   101.1   P   0.030273
207048_at   68.5    A   0.753906
207061_at   645.3   A   0.303711
207893_at   261.9   A   0.466064
207258_at   308 A   0.601074
220646_s_at 543.6   M   0.056152
207262_at   56.1    A   0.665527
214520_at   254.2   A   0.067627
207250_at   443 M   0.056152
207073_at   20.3    A   0.828613
220506_at   34.9    A   0.919434
207652_s_at 100.3   A   0.432373
220288_at   624.6   P   0.00293
206873_at   181.4   A   0.533936
207224_s_at 474.5   A   0.246094
220629_at   51.4    A   0.665527
220782_x_at 687.2   A   0.334473
207054_at   7.9 A   0.976074
208457_at   90.1    A   0.753906
221289_at   33.1    A   0.466064
221287_at   157.2   A   0.466064
208175_s_at 19.1    A   0.850342
206981_at   140.5   A   0.850342
207911_s_at 699.7   A   0.466064
220448_at   31.9    A   0.870361
220669_at   242.2   A   0.080566
206917_at   64.5    A   0.753906
207269_at   722.1   A   0.129639
207227_x_at 338.7   A   0.095215
210533_at   331.4   A   0.219482
220510_at   209.2   A   0.850342
220561_at   107.6   A   0.753906
220792_at   477.9   A   0.149658
207282_s_at 75.6    A   0.962402
207534_at   156.9   A   0.303711
207303_at   682.4   P   0.018555
207249_s_at 54.4    A   0.850342
208376_at   349 A   0.5
211817_s_at 329.3   A   0.432373
210560_at   18.7    A   0.665527
207609_s_at 148.9   A   0.567627
207177_at   13.1    A   0.919434
208472_at   763.7   P   0.023926
207128_s_at 272.1   A   0.246094
207523_at   24.3    A   0.601074
221075_s_at 88.1    A   0.80542
220358_at   193.4   A   0.665527
207482_at   357.4   A   0.334473
207384_at   67.4    A   0.780518
211875_x_at 36  A   0.969727
211410_x_at 761.9   A   0.19458
207347_at   541.6   P   0.005859
217088_s_at 68.9    A   0.753906
207228_at   500.9   A   0.111572
220559_at   156.1   A   0.246094
207443_at   63.1    A   0.780518
206899_at   26.4    A   0.991943
214519_s_at 477.7   P   0.030273
207505_at   481.1   A   0.129639
207421_at   248.1   A   0.27417
220497_at   107.9   A   0.398926
220599_s_at 441.5   A   0.334473
207156_at   84.9    A   0.601074
208052_x_at 1662.9  A   0.067627
220636_at   81.1    A   0.72583
221322_at   94.1    A   0.633789
207368_at   29  A   0.888428
207327_at   588.8   A   0.095215
220570_at   175.9   A   0.466064
220478_at   147.4   A   0.753906
207330_at   537 P   0.037598
220566_at   720.4   P   0.00415
207107_at   38.1    A   0.334473
207275_s_at 1482.9  P   0.001953
207530_s_at 49.3    A   0.696289
207154_at   52.9    A   0.696289
207273_at   249.6   P   0.010742
221197_s_at 372.5   A   0.19458
207720_at   72.2    A   0.567627
220626_at   46.3    A   0.696289
210683_at   16  A   0.904785
220684_at   748.5   P   0.010742
208215_x_at 21.6    A   0.98584
207326_at   112.9   A   0.129639
221061_at   617.2   A   0.366211
207336_at   10.8    A   0.932373
220433_at   353.6   A   0.432373
207589_at   34.5    A   0.5
214549_x_at 268.5   A   0.095215
207502_at   186.5   A   0.5
210614_at   173.3   A   0.334473
207047_s_at 176 A   0.601074
207846_at   5.6 A   0.72583
207401_at   56.8    A   0.334473
207441_at   57.4    A   0.780518
207694_at   292.7   A   0.246094
207445_s_at 452.6   P   0.046143
207473_at   438.6   M   0.056152
207301_at   269.6   A   0.149658
207927_at   36.8    A   0.932373
220397_at   8.1 A   0.72583
207374_at   218.9   A   0.334473
207537_at   237 A   0.366211
220660_at   315.7   A   0.567627
207260_at   139.2   A   0.780518
207712_at   195.6   P   0.01416
207315_at   166.3   A   0.149658
214487_s_at 47  A   0.665527
207576_x_at 213.3   A   0.696289
220308_at   134.2   A   0.398926
221288_at   38.4    A   0.753906
207681_at   689.6   A   0.219482
207456_at   131.1   A   0.567627
211496_s_at 197.9   P   0.008057
207036_x_at 78.2    A   0.633789
208474_at   53.2    A   0.80542
220505_at   44.3    A   0.665527
207804_s_at 345.8   A   0.27417
207539_s_at 210.2   A   0.466064
220508_at   44.1    A   0.828613
220784_s_at 31.8    A   0.334473
214547_at   125.1   A   0.466064
214482_at   553.5   A   0.095215
208401_s_at 251.4   A   0.303711
220808_at   362.3   A   0.567627
206902_s_at 34.4    A   0.633789
207182_at   120.8   A   0.466064
207378_at   31.7    A   0.72583
208260_at   151.4   A   0.72583
207234_at   395.5   P   0.005859
220548_at   62.5    A   0.904785
207844_at   304.5   A   0.366211
220806_x_at 100.6   A   0.533936
210726_at   251.2   A   0.27417
207553_at   280.1   A   0.246094
207216_at   180.1   A   0.567627
207468_s_at 30.7    A   0.888428
207706_at   188 A   0.27417
220665_at   443.9   A   0.466064
220663_at   376.3   P   0.001221
221112_at   530.7   A   0.432373
207820_at   339.2   P   0.030273
220771_at   97.8    A   0.398926
207952_at   145.7   A   0.633789
214509_at   152.7   A   0.334473
220653_at   592.1   A   0.366211
207192_at   322.7   A   0.366211
220573_at   130.4   A   0.828613
220860_at   107.4   A   0.111572
220959_s_at 65.6    A   0.567627
207222_at   259.8   A   0.19458
207328_at   71  A   0.5
214533_at   423.5   A   0.303711
207897_at   490 A   0.303711
210810_s_at 52.9    A   0.80542
220867_s_at 422.8   A   0.129639
220847_x_at 46.8    A   0.828613
210550_s_at 52.4    A   0.850342
211359_s_at 381.7   A   0.432373
207408_at   950.1   P   0.005859
207475_at   302.6   A   0.149658
207241_at   277.4   A   0.27417
207642_at   646.4   A   0.095215
220475_at   303.8   A   0.303711
215794_x_at 241.6   A   0.19458
207230_at   36.3    A   0.398926
220779_at   114.6   A   0.665527
211807_x_at 974.6   A   0.219482
207214_at   499.1   A   0.303711
208486_at   857.2   P   0.018555
207872_s_at 199.5   A   0.303711
221199_at   69.2    A   0.98584
221066_at   14.4    A   0.994141
211201_at   70.3    A   0.888428
207077_at   303.5   A   0.095215
208466_at   345.7   A   0.334473
207560_at   616.5   A   0.095215
214636_at   421.7   P   0.037598
220597_s_at 370.1   A   0.080566
207245_at   23.6    A   0.80542
207709_at   256.5   A   0.366211
221110_x_at 86  A   0.72583
207304_at   130.7   A   0.246094
208179_x_at 928 A   0.219482
207329_at   442.5   A   0.303711
207531_at   56.5    A   0.601074
217008_s_at 313.2   A   0.129639
220679_s_at 22  A   0.981445
222259_s_at 259.2   A   0.27417
207778_at   63.9    A   0.828613
207780_at   336.8   P   0.000732
207311_at   309.8   A   0.567627
211011_at   76.7    A   0.601074
217175_at   75.3    A   0.366211
207527_at   56.8    A   0.633789
207205_at   1192.4  P   0.008057
207355_at   96.8    A   0.696289
210565_at   44.4    A   0.932373
207372_s_at 41.4    A   0.870361
207212_at   42.1    A   0.943848
220543_at   365 A   0.246094
220443_s_at 422.4   A   0.149658
220428_at   343.3   A   0.19458
207817_at   72.7    A   0.432373
220648_at   61  A   0.780518
214627_at   328.4   A   0.149658
207423_s_at 628.5   A   0.219482
207500_at   76.9    A   0.398926
208349_at   531.7   P   0.046143
220781_at   90.2    A   0.696289
207451_at   206.1   A   0.943848
214523_at   591 P   0.005859
207072_at   1093.7  P   0.010742
207519_at   213.9   A   0.665527
208304_at   639 P   0.01416
207400_at   463.1   A   0.19458
207381_at   50.6    A   0.932373
208059_at   272.1   A   0.19458
208060_at   83.7    A   0.633789
207325_x_at 153.9   A   0.567627
220384_at   11.1    A   0.919434
210641_at   274.5   A   0.095215
211811_s_at 254.9   A   0.466064
208524_at   123.4   A   0.567627
208481_at   179.4   A   0.432373
207138_at   45.8    A   0.904785
207433_at   81.9    A   0.366211
220630_s_at 203.8   A   0.366211
221377_s_at 225.8   A   0.398926
221295_at   186.3   A   0.665527
207619_at   58.2    A   0.633789
207598_x_at 286.5   A   0.171387
208597_at   344.4   A   0.171387
220815_at   92.8    A   0.72583
214556_at   123.9   A   0.633789
221299_at   71.7    A   0.533936
207982_at   61.4    A   0.567627
214652_at   102.2   A   0.432373
207906_at   36.2    A   0.904785
207364_at   106.1   A   0.919434
207569_at   152.3   A   0.27417
207403_at   370.8   A   0.171387
220832_at   113.4   A   0.334473
208410_x_at 448.5   P   0.00415
216881_x_at 240.1   A   0.932373
220821_at   15  A   0.753906
207370_at   236.6   A   0.219482
221084_at   380.7   A   0.5
220805_at   501.6   A   0.111572
220816_at   176.5   A   0.633789
220567_at   218.3   A   0.366211
220545_s_at 198.8   A   0.219482
208064_s_at 196 A   0.432373
221297_at   917.2   A   0.246094
207859_s_at 538.9   A   0.149658
207383_s_at 57.2    A   0.80542
220738_s_at 33.6    A   0.904785
207229_at   208.5   A   0.129639
207892_at   72.6    A   0.870361
208259_x_at 393.6   A   0.067627
221412_at   286.7   M   0.056152
214529_at   662.6   A   0.111572
220714_at   351.8   A   0.633789
214516_at   152.4   A   0.432373
211903_s_at 22.1    A   0.665527
207908_at   1114.7  P   0.010742
220634_at   144.4   A   0.665527
207763_at   49.2    A   0.753906
216219_at   117 A   0.780518
207865_s_at 156.7   A   0.633789
208198_x_at 98.6    A   0.601074
221170_at   217.9   P   0.01416
207669_at   197.8   A   0.665527
215712_s_at 267.8   A   0.171387
220705_s_at 938.3   P   0.023926
207766_at   13.4    A   0.943848
216343_at   69.8    A   0.753906
207588_at   78.5    A   0.398926
220733_at   95.1    A   0.72583
207647_at   32.2    A   0.72583
207611_at   57.9    A   0.943848
207792_at   221.7   A   0.567627
207376_at   148.3   A   0.466064
207251_at   171.8   A   0.303711
207959_s_at 83.9    A   0.72583
207615_s_at 235 A   0.19458
208514_at   418.1   A   0.334473
207579_at   181 A   0.334473
220813_at   131.4   A   0.696289
208500_x_at 24  A   0.80542
207377_at   36.3    A   0.976074
207393_at   435.9   A   0.149658
211123_at   641.7   A   0.219482
207930_at   26.1    A   0.850342
221294_at   582 A   0.665527
208493_at   42.4    A   0.828613
208448_x_at 468.5   P   0.005859
214534_at   30.2    A   0.943848
214634_at   496.2   A   0.171387
207460_at   175.5   A   0.466064
207682_s_at 39.3    A   0.5
208307_at   430.4   A   0.334473
208305_at   24.1    A   0.753906
207562_at   71.4    A   0.850342
211145_x_at 422.8   A   0.366211
207210_at   48.3    A   0.850342
207291_at   219.2   A   0.246094
207424_at   47.4    A   0.432373
207901_at   195.3   A   0.111572
207816_at   104.7   A   0.665527
207302_at   58.8    A   0.696289
220501_at   44.7    A   0.943848
221124_s_at 75.2    A   0.753906
207951_at   574.7   P   0.008057
207587_at   50.5    A   0.466064
207385_at   32  A   0.904785
207462_at   45.8    A   0.432373
210853_at   48.9    A   0.567627
207557_s_at 12  A   0.80542
207447_s_at 119.8   P   0.046143
210956_at   68  A   0.80542
210938_at   198.3   A   0.366211
208542_x_at 30.8    A   0.72583
221684_s_at 363.7   P   0.010742
207261_at   19.9    A   0.98584
207452_s_at 60.7    A   0.601074
207504_at   549.3   A   0.398926
208557_at   275 A   0.19458
208039_at   754.3   P   0.030273
220551_at   224.2   A   0.246094
207497_s_at 267.8   A   0.366211
207635_s_at 25.3    A   0.72583
207932_at   93.9    A   0.398926
208105_at   168.3   A   0.5
214522_x_at 35.3    A   0.80542
211226_at   21.6    A   0.780518
208437_at   126.5   A   0.533936
208375_at   32.1    A   0.919434
207649_at   397.9   A   0.129639
207651_at   544 A   0.219482
208138_at   633.6   A   0.067627
207787_at   83.7    A   0.919434
221351_at   136.7   A   0.466064
220641_at   126.6   A   0.601074
