#ID_REF = 
#VALUE = Signal
#ABS_CALL = Detecion call
#DETECTION P-VALUE = Detection p-value
ID_REF  VALUE   ABS_CALL    DETECTION P-VALUE
202625_at   1207.3  P   0.000244
209122_at   551 A   0.27417
206571_s_at 656.6   A   0.095215
209517_s_at 1263.7  P   0.030273
205563_at   84  A   0.828613
201730_s_at 1305.1  P   0.037598
203162_s_at 1037.1  P   0.00415
203083_at   353.7   A   0.567627
213735_s_at 2947.5  P   0.000244
218673_s_at 382 A   0.171387
201967_at   400.1   A   0.067627
218336_at   782.6   A   0.080566
201895_at   1538.9  A   0.149658
201995_at   137 A   0.171387
202622_s_at 104.1   A   0.5
202732_at   236.5   A   0.398926
202196_s_at 6.4 A   0.919434
217969_at   1250.7  A   0.095215
202127_at   401.7   P   0.010742
202686_s_at 217.8   A   0.366211
201923_at   386 P   0.046143
218604_at   432 A   0.334473
216903_s_at 936.2   A   0.334473
202582_s_at 599.1   P   0.037598
217876_at   69.5    A   0.80542
202996_at   480.3   A   0.129639
202136_at   974.6   P   0.000732
218011_at   800.8   A   0.129639
202515_at   904.4   A   0.067627
209088_s_at 1509.7  P   0.000732
203366_at   388.9   A   0.067627
202024_at   683.1   A   0.129639
213857_s_at 691.8   P   0.001221
218064_s_at 200.1   A   0.334473
202215_s_at 418.1   P   0.008057
202857_at   307.2   A   0.246094
209123_at   301.8   A   0.466064
202017_at   553 A   0.334473
213572_s_at 1210.4  P   0.001221
206031_s_at 528.8   A   0.219482
209283_at   661.6   A   0.533936
208408_at   182.9   A   0.334473
203123_s_at 613.1   P   0.037598
201945_at   1383.2  P   0.00415
210817_s_at 1327.6  P   0.037598
216092_s_at 1036.9  P   0.030273
202729_s_at 245.7   A   0.334473
202292_x_at 1487.4  P   0.030273
218036_x_at 119.9   P   0.046143
202169_s_at 598.9   P   0.001221
211488_s_at 147.4   A   0.334473
204192_at   1981.2  P   0.00293
205054_at   494.4   A   0.149658
202114_at   449.4   P   0.01416
210226_at   1131.6  A   0.080566
218285_s_at 246.9   A   0.19458
209154_at   422.1   P   0.01416
209640_at   469.9   P   0.00415
202290_at   52.1    A   0.533936
208985_s_at 409.3   P   0.010742
202201_at   4626.1  P   0.000244
203323_at   245 A   0.095215
220587_s_at 134.3   A   0.601074
204284_at   249.1   A   0.398926
204965_at   263.5   A   0.633789
202227_s_at 672.4   A   0.111572
209570_s_at 50.9    A   0.633789
201726_at   604.1   P   0.010742
202510_s_at 4355.4  P   0.00293
214780_s_at 919.5   P   0.023926
202161_at   498.7   A   0.246094
202590_s_at 543.3   A   0.219482
221841_s_at 212.2   A   0.111572
202241_at   478.8   A   0.095215
202513_s_at 1439.8  P   0.030273
209616_s_at 182.1   A   0.466064
216836_s_at 128.9   A   0.601074
209143_s_at 438.2   A   0.080566
210762_s_at 327.2   A   0.303711
203186_s_at 8818    P   0.000244
217995_at   1405.7  A   0.095215
218132_s_at 1191.7  P   0.005859
202664_at   1617.9  P   0.000244
201935_s_at 194.5   A   0.432373
202020_s_at 534.4   A   0.246094
202411_at   496.9   A   0.27417
202109_at   607.7   A   0.334473
218150_at   693 P   0.037598
203301_s_at 339 A   0.171387
213225_at   174.4   P   0.008057
209230_s_at 475.9   A   0.27417
202180_s_at 847.2   A   0.171387
202100_at   1339.4  P   0.01416
219862_s_at 258.5   A   0.27417
209110_s_at 1480.4  A   0.067627
202309_at   634.4   A   0.27417
210555_s_at 301.3   A   0.129639
204239_s_at 93.2    A   0.72583
203525_s_at 142.4   P   0.010742
201807_at   713.1   P   0.008057
218266_s_at 311.9   A   0.533936
202232_s_at 164.9   A   0.080566
201903_at   90.9    A   0.780518
202760_s_at 311.4   A   0.129639
202672_s_at 397.3   A   0.27417
217968_at   112.1   A   0.696289
202416_at   700.7   A   0.246094
202417_at   54.3    A   0.953857
212816_s_at 363.5   A   0.466064
203551_s_at 189.2   A   0.246094
209848_s_at 916.6   A   0.111572
203192_at   498.6   A   0.5
212383_at   1796.9  P   0.001953
201885_s_at 1687.3  A   0.19458
202531_at   2387.3  P   0.030273
218045_x_at 60.6    A   0.919434
212373_at   89  A   0.149658
218574_s_at 489.5   A   0.219482
209904_at   15.4    A   0.953857
202218_s_at 322.3   A   0.533936
201833_at   106.1   P   0.030273
202144_s_at 314.5   P   0.023926
202749_at   393.1   P   0.030273
210627_s_at 551.4   A   0.19458
209259_s_at 305.6   P   0.001953
202308_at   139.8   A   0.466064
202363_at   73.6    A   0.334473
203554_x_at 993 A   0.19458
221743_at   1337.5  P   0.018555
38707_r_at  3861.7  A   0.250724
202725_at   541.7   A   0.366211
217941_s_at 598.1   P   0.00293
205633_s_at 443.6   A   0.27417
205552_s_at 139.5   A   0.366211
202199_s_at 1364.7  P   0.01416
202268_s_at 274 A   0.129639
209100_at   616.7   A   0.303711
216902_s_at 87.6    A   0.533936
222240_s_at 31.2    A   0.696289
202774_s_at 442.5   A   0.149658
213296_at   756.6   A   0.129639
205971_s_at 215.6   A   0.19458
204039_at   516.3   A   0.366211
204081_at   528.4   A   0.366211
203239_s_at 330.9   A   0.095215
202504_at   222 A   0.633789
202639_s_at 391.3   A   0.466064
202351_at   249.8   A   0.19458
202982_s_at 60.7    A   0.696289
210243_s_at 1341.8  P   0.000244
202589_at   443.1   A   0.067627
203118_at   667.1   A   0.432373
203373_at   401.8   A   0.080566
212186_at   174.3   A   0.780518
203289_s_at 931.2   A   0.19458
209227_at   163.1   A   0.19458
203697_at   186.3   A   0.219482
37028_at    539.6   A   0.066865
218226_s_at 889.9   A   0.067627
202678_at   512.6   P   0.037598
217988_at   119.3   A   0.398926
201800_s_at 977.6   P   0.008057
210386_s_at 567.1   M   0.056152
202518_at   324.5   A   0.129639
210105_s_at 1930    P   0.001953
209148_at   869.8   P   0.01416
202603_at   1335.9  P   0.000732
209396_s_at 952.5   P   0.000244
202801_at   406.1   A   0.219482
202711_at   352.8   A   0.080566
202306_at   1191.5  A   0.129639
221579_s_at 891.3   A   0.171387
202535_at   513 A   0.095215
202315_s_at 277.1   A   0.19458
202998_s_at 343.9   A   0.27417
202176_at   89.8    A   0.828613
218056_at   565.4   M   0.056152
217965_s_at 211.8   A   0.171387
213161_at   847.6   P   0.01416
202469_s_at 248.2   P   0.018555
209494_s_at 658 A   0.080566
217903_at   728.4   P   0.023926
202364_at   7971.4  P   0.000244
202263_at   982.5   A   0.111572
209103_s_at 523.7   A   0.432373
204610_s_at 86.3    A   0.72583
209350_s_at 1193.5  P   0.023926
202369_s_at 657.6   A   0.095215
203074_at   408.4   M   0.056152
217028_at   2538.1  P   0.000244
217985_s_at 493.6   P   0.018555
209301_at   320.2   A   0.303711
202959_at   506.7   P   0.023926
210083_at   345.1   A   0.334473
203116_s_at 1008.5  P   0.023926
218216_x_at 387.9   A   0.633789
209172_s_at 134.7   M   0.056152
202739_s_at 291.9   P   0.018555
202471_s_at 511.7   A   0.080566
206100_at   61.7    A   0.27417
209046_s_at 3421.7  P   0.000732
201948_at   197.1   P   0.01416
202799_at   346.2   A   0.19458
203717_at   603.1   A   0.149658
202745_at   411.6   P   0.023926
212160_at   160.6   M   0.056152
202276_at   382.3   A   0.19458
202451_at   273.1   A   0.149658
217894_at   18.3    A   0.665527
202674_s_at 45  A   0.366211
203945_at   924.5   P   0.010742
215836_s_at 581.2   A   0.095215
206662_at   1287.3  P   0.008057
201805_at   1200.4  A   0.27417
214114_x_at 769.8   A   0.334473
202270_at   394.5   P   0.001953
202974_at   4273.6  P   0.001953
209043_at   1185.9  P   0.046143
218025_s_at 32.7    A   0.870361
202772_at   630.3   A   0.149658
202193_at   390.1   P   0.046143
218066_at   1279    P   0.008057
218042_at   513.9   A   0.149658
221576_at   38.3    A   0.943848
206854_s_at 469 A   0.149658
209159_s_at 138.6   A   0.533936
202530_at   1110.9  P   0.01416
202692_s_at 379.6   A   0.246094
210097_s_at 299.3   A   0.111572
202734_at   601.8   P   0.030273
202135_s_at 948.4   A   0.080566
201827_at   597.2   P   0.037598
203081_at   573.3   A   0.171387
203029_s_at 386.5   A   0.601074
202528_at   61.8    A   0.72583
209190_s_at 1315.7  P   0.037598
208228_s_at 196.5   A   0.171387
202212_at   186.2   A   0.5
204388_s_at 25.4    A   0.80542
203065_s_at 150.8   A   0.432373
204432_at   241.4   A   0.19458
204920_at   526.7   A   0.080566
209340_at   189.6   P   0.01416
209218_at   482.5   P   0.001953
213800_at   128.8   A   0.303711
221999_at   651.3   A   0.067627
202197_at   1419    P   0.046143
202330_s_at 37  A   0.601074
208451_s_at 855 A   0.095215
203805_s_at 530.9   A   0.567627
218190_s_at 330.5   A   0.095215
213816_s_at 330.3   A   0.149658
202313_at   1290.3  P   0.00415
214177_s_at 1372.7  A   0.111572
202032_s_at 1038.3  P   0.01416
202149_at   493.4   P   0.001953
202632_at   81.3    A   0.567627
202525_at   284.8   A   0.27417
203449_s_at 206.6   P   0.030273
220483_s_at 72.4    A   0.533936
203305_at   588.5   A   0.095215
202068_s_at 606.3   P   0.00415
202213_s_at 241.3   A   0.246094
203102_s_at 215.8   A   0.067627
209621_s_at 144 A   0.5
209443_at   92.5    A   0.696289
202529_at   968.2   M   0.056152
201975_at   195.5   A   0.067627
205512_s_at 300.9   A   0.246094
211564_s_at 13.5    A   0.919434
202449_s_at 1757.4  P   0.008057
214182_at   246.9   P   0.000732
202565_s_at 910.5   P   0.005859
211800_s_at 1800.2  P   0.001221
202945_at   778 A   0.398926
218427_at   59.9    A   0.870361
221492_s_at 788.7   P   0.008057
203353_s_at 165.3   A   0.633789
212531_at   329 A   0.246094
202790_at   102 A   0.696289
221776_s_at 136.4   A   0.19458
202433_at   527.1   A   0.303711
218012_at   982.1   A   0.246094
211423_s_at 257.3   M   0.056152
218381_s_at 594.2   P   0.001221
201933_at   616.9   A   0.246094
212706_at   105.3   A   0.219482
207545_s_at 206.9   P   0.010742
202111_at   72.3    A   0.870361
209077_at   439.9   A   0.246094
215698_at   487.8   P   0.005859
218075_at   142.1   A   0.601074
209165_at   691.6   A   0.171387
215735_s_at 421.3   A   0.246094
202803_s_at 6504.2  P   0.01416
218087_s_at 63.7    A   0.398926
202655_at   847.7   A   0.111572
38398_at    1084.7  M   0.05447
39763_at    151.8   A   0.602006
218021_at   900.6   P   0.00293
202466_at   799.3   P   0.000732
202888_s_at 1002.4  P   0.001221
202811_at   566.4   P   0.010742
203711_s_at 115.6   A   0.334473
207643_s_at 1845    A   0.149658
202221_s_at 310.7   M   0.056152
202561_at   320.2   M   0.056152
202461_at   854.7   P   0.030273
217977_at   6738.6  P   0.00415
218176_at   120.4   A   0.780518
202983_at   234.2   A   0.067627
202146_at   452.1   P   0.000244
219521_at   664.1   A   0.27417
218142_s_at 346.1   A   0.303711
202139_at   316.3   P   0.030273
204515_at   13.8    A   0.72583
202798_at   236.4   A   0.129639
204348_s_at 525.5   A   0.067627
202251_at   47.9    A   0.567627
202395_at   567.3   A   0.533936
217978_s_at 851.5   A   0.080566
202239_at   1185.1  A   0.19458
202934_at   649.5   A   0.171387
40225_at    1420.3  P   0.008689
204961_s_at 4108.2  P   0.000244
212858_at   82.9    A   0.72583
209426_s_at 332.6   A   0.27417
221593_s_at 577.2   A   0.095215
202633_at   72.6    A   0.246094
217936_at   151.3   P   0.018555
218623_at   47.6    A   0.753906
202502_at   338.5   P   0.030273
202006_at   394.9   A   0.19458
202431_s_at 157.5   A   0.601074
202324_s_at 359.5   P   0.023926
212321_at   393.5   M   0.056152
202620_s_at 29.6    A   0.432373
209846_s_at 536.1   P   0.018555
202842_s_at 679.2   P   0.00415
202039_at   603.3   A   0.334473
217932_at   363.7   A   0.398926
202693_s_at 802.4   P   0.008057
202396_at   205.2   P   0.018555
207121_s_at 131.6   A   0.601074
202967_at   643.2   A   0.129639
205033_s_at 7918.2  P   0.000244
204697_s_at 293.5   A   0.27417
202117_at   2280.2  P   0.000244
205294_at   525.1   P   0.023926
202050_s_at 621.7   A   0.080566
202375_at   68.1    P   0.008057
209089_at   1363    P   0.000732
209124_at   4737.8  P   0.000732
202447_at   746.8   P   0.010742
209111_at   93.8    A   0.633789
202205_at   2511.4  P   0.01416
203058_s_at 517.9   P   0.018555
203270_at   54.2    A   0.850342
202768_at   65.9    A   0.943848
203238_s_at 65.9    A   0.753906
121_at  4222.8  P   0.005643
203790_s_at 736.7   A   0.334473
202912_at   793.2   P   0.00293
220937_s_at 951.9   P   0.001953
204064_at   103.8   A   0.432373
209238_at   2289.8  P   0.000732
218457_s_at 319.1   A   0.466064
202211_at   551.5   P   0.018555
203028_s_at 5620.2  P   0.000732
212360_at   1496.9  P   0.030273
203228_at   176.5   A   0.665527
210296_s_at 395 M   0.056152
202598_at   178.5   A   0.334473
204086_at   478.7   P   0.023926
204575_s_at 76.3    A   0.696289
209289_at   155.6   A   0.080566
202105_at   565.7   A   0.432373
209514_s_at 1310.1  P   0.018555
202455_at   597.4   A   0.19458
202365_at   332.8   M   0.056152
213378_s_at 1315.2  A   0.080566
209166_s_at 538.1   A   0.149658
219666_at   1695.9  M   0.056152
209490_s_at 521.8   A   0.219482
202783_at   172.9   A   0.27417
209613_s_at 29.2    A   0.366211
208393_s_at 270.2   A   0.567627
209208_at   160.5   A   0.567627
35254_at    1473.1  P   0.003585
203153_at   86.3    A   0.466064
221533_at   728.9   A   0.129639
218133_s_at 58.9    A   0.943848
204260_at   43.4    A   0.633789
202826_at   148.2   A   0.432373
207823_s_at 182.4   A   0.5
218090_s_at 180.4   A   0.067627
215158_s_at 626.5   P   0.00415
202481_at   556.6   A   0.19458
203637_s_at 67  A   0.5
215075_s_at 542.2   A   0.111572
202863_at   419.1   A   0.219482
213298_at   23.7    A   0.366211
210944_s_at 427.7   M   0.056152
218224_at   188.8   P   0.030273
202949_s_at 260.8   A   0.5
209546_s_at 58.1    A   0.888428
209288_s_at 903.9   P   0.00293
214585_s_at 777.2   A   0.19458
210517_s_at 410.8   A   0.246094
203371_s_at 724.6   P   0.037598
211475_s_at 8109.2  P   0.000732
207543_s_at 777 P   0.010742
202800_at   428.3   A   0.303711
202370_s_at 1006    P   0.00415
203561_at   2726.3  P   0.001953
202668_at   190.2   A   0.5
202587_s_at 874.4   P   0.018555
217981_s_at 377.8   P   0.046143
209247_s_at 260.7   A   0.533936
204658_at   495.1   P   0.01416
204570_at   24.2    A   0.981445
209303_at   586.5   P   0.023926
217930_s_at 1263.5  P   0.037598
33814_at    143.4   A   0.339558
218494_s_at 89.5    A   0.633789
202138_x_at 868.4   A   0.080566
202573_at   856.2   P   0.001221
202390_s_at 379.1   A   0.466064
217983_s_at 8744.7  P   0.000244
219050_s_at 104.7   A   0.696289
202544_at   800 A   0.095215
1487_at 672.7   A   0.162935
217996_at   214.2   A   0.27417
202468_s_at 576.3   A   0.171387
32836_at    1909.6  M   0.060419
32837_at    781.2   A   0.175989
220800_s_at 13.6    A   0.904785
204226_at   517.4   A   0.067627
218070_s_at 309.1   A   0.27417
209462_at   27.6    A   0.99707
202891_at   932.4   P   0.010742
202710_at   348.3   A   0.095215
202948_at   169.1   A   0.246094
202261_at   851.4   A   0.219482
207722_s_at 61.8    A   0.904785
218254_s_at 253.3   A   0.432373
205132_at   610.9   P   0.037598
202076_at   921.4   P   0.000244
209384_at   731.3   A   0.111572
35776_at    673.7   A   0.150527
202671_s_at 292.7   A   0.129639
218101_s_at 1043.7  A   0.171387
220750_s_at 618.8   M   0.056152
220741_s_at 242 M   0.056152
207069_s_at 55.3    A   0.72583
222019_at   263.3   A   0.432373
202209_at   171.4   A   0.19458
41469_at    1753.3  P   0.005643
205324_s_at 704.5   A   0.111572
202660_at   133.1   P   0.01416
202645_s_at 788 P   0.037598
221519_at   388.2   A   0.27417
202500_at   669.9   A   0.149658
204331_s_at 437.9   A   0.432373
221521_s_at 20.1    A   0.904785
202337_at   384.4   A   0.303711
218321_x_at 318.2   A   0.398926
202592_at   1471.2  A   0.111572
202329_at   2061.5  P   0.037598
209477_at   347.6   A   0.246094
206393_at   26.3    A   0.969727
209487_at   186.2   A   0.303711
202413_s_at 620.4   P   0.01416
202348_s_at 365.1   A   0.067627
217989_at   1713.9  P   0.000244
217110_s_at 62.4    A   0.19458
218140_x_at 899.1   P   0.008057
203996_s_at 597.1   A   0.27417
212997_s_at 124.8   A   0.466064
206055_s_at 217.8   A   0.111572
218188_s_at 215.8   A   0.303711
209141_at   952.9   P   0.000244
218082_s_at 418.1   A   0.067627
202943_s_at 952.9   A   0.149658
221070_s_at 12.8    A   0.904785
209158_s_at 573.1   P   0.01416
212416_at   512.6   P   0.000244
204153_s_at 1055    P   0.000732
203108_at   64.5    A   0.753906
202675_at   370 P   0.046143
204681_s_at 42  A   0.533936
214427_at   201.8   A   0.633789
202763_at   289 A   0.129639
217938_s_at 2223.1  P   0.00415
202992_at   183.4   A   0.080566
202245_at   789.3   A   0.095215
202130_at   1333.3  P   0.000244
218219_s_at 193 A   0.567627
202548_s_at 847 A   0.129639
209236_at   236.4   M   0.056152
218039_at   351.7   M   0.056152
218098_at   185.7   P   0.010742
209391_at   1176.8  A   0.095215
218207_s_at 210 A   0.149658
218166_s_at 119.9   A   0.246094
209185_s_at 980.8   P   0.01416
203183_s_at 503.9   P   0.008057
202326_at   65  A   0.5
218183_at   44.8    A   0.533936
202706_s_at 251.3   A   0.111572
203824_at   226.5   A   0.5
202314_at   88.2    A   0.366211
202702_at   939.3   P   0.030273
202965_s_at 158.4   A   0.665527
212652_s_at 394.2   M   0.056152
213382_at   38.7    A   0.19458
202630_at   144.7   A   0.080566
203362_s_at 98.1    A   0.080566
202735_at   445.2   A   0.303711
202778_s_at 333.4   P   0.018555
203767_s_at 133.7   A   0.432373
209486_at   26.9    A   0.953857
209211_at   61.2    A   0.246094
202652_at   592.3   A   0.149658
214257_s_at 1113.1  A   0.080566
209150_s_at 752.3   P   0.018555
209337_at   778.6   P   0.001221
203579_s_at 286.4   A   0.27417
203358_s_at 105.8   A   0.466064
39318_at    459.8   M   0.05447
202419_at   561.3   A   0.219482
206095_s_at 243.3   P   0.018555
202474_s_at 551.8   P   0.030273
203236_s_at 666.5   A   0.111572
207391_s_at 1340.5  P   0.000732
203349_s_at 235.1   A   0.366211
215884_s_at 561.7   P   0.010742
202847_at   445.6   A   0.432373
218599_at   703 A   0.149658
218088_s_at 1391    P   0.023926
203277_at   152.9   A   0.567627
204607_at   93.5    A   0.567627
207011_s_at 772.5   A   0.111572
204254_s_at 521.4   A   0.27417
203862_s_at 26.8    A   0.432373
219454_at   344.9   P   0.010742
210415_s_at 18.4    A   0.962402
202613_at   465 A   0.080566
209193_at   4590.7  P   0.01416
202294_at   742.9   A   0.334473
202223_at   301.4   A   0.432373
221589_s_at 199.9   P   0.008057
202731_at   623.9   P   0.001953
210624_s_at 69.1    A   0.19458
202641_at   605.5   P   0.00415
35671_at    1005.3  A   0.138765
202733_at   361.5   A   0.111572
218032_at   2006    P   0.00293
202352_s_at 410.6   A   0.149658
202265_at   311.7   P   0.046143
209500_x_at 1326.2  P   0.01416
217007_s_at 32.4    A   0.969727
202495_at   332.5   A   0.246094
221746_at   361.6   A   0.432373
203021_at   2324    P   0.037598
203022_at   383.3   P   0.023926
209560_s_at 562.1   A   0.19458
218116_at   715.7   P   0.005859
207741_x_at 90.2    A   0.567627
203075_at   431.3   P   0.000244
203433_at   952.7   M   0.056152
202442_at   1389.6  P   0.018555
